PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)|Procurement Vendor ID (Mandatory for 1° Tier Vendor)|Supplier Name|Country|VAT Number|PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)|Is the PO GDPR Relevant?|Is there further sub-contracting to second or third tier vendors? If so please provide the full names and full address of 2nd or 3rd tier vendors|Briefly describe the type of services/data processing activity performed by the Vendor|In what category is the Vendor s Service Description ? (using the categories in GSAR (Global Solution Architecture Repository))|PO Status|Start Date|End Date|Business Unit that provide the services through this vendor (free text )|Requester/Approver Name|Please identify the Customer(s) or Account(s) under the PO|NOTE|FP - T&M|Full Supplier Address
5005133225||TEKSYSTEMS INC|UNITED STATES||5005133225|Yes (?)|N/A|Onsite Support||Open|12/23/2017|12/25/2018|PUBLIC|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|100%|T&M|
5005137074||TEKSYSTEMS INC|UNITED STATES||5005137074|Yes (?)|N/A|Onsite Support||Open|1/6/2018|1/8/2019|PUBLIC|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|100%|T&M|
5005077743||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005077743|Yes (?)|N/A|SMI.Custom Content Development||Open|7/22/2017|7/24/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005075126||EXPERIS INC|UNITED STATES||5005075126|Yes (?)|N/A|SMI.Service Management Tools Maintenance||Open|7/22/2017|7/24/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005077644||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005077644|Yes (?)|N/A|Service Management Services||Open|7/29/2017|8/3/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|57%|T&M|
5005126543||CDI CORP|UNITED STATES||5005126543|Yes (?)|N/A|IT Risk Management||Open|10/29/2016|11/6/2018|ITS|Frank Urbanski/Alpharetta/IBM@IBMUS|VERIZON SOURCING LLC|98%|T&M|
5005120271||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005120271|Yes (?)|N/A|Physical Identity & Access Management||Open|12/23/2006|7/15/2018|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005120215||CDI CORP|UNITED STATES||5005120215|Yes (?)|N/A|Physical Identity & Access Management||Open|1/13/2007|4/15/2018|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005125143||CDI CORP|UNITED STATES||5005125143|Yes (?)|N/A|Physical Identity & Access Management||Open|5/30/2009|8/27/2018|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005101845||CDI CORP|UNITED STATES||5005101845|Yes (?)|N/A|Physical Identity & Access Management||Open|6/27/2009|4/15/2018|IGA|braunt@us.ibm.com|IGA-US|36%|T&M|
5005123131||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005123131|Yes (?)|N/A|Physical Identity & Access Management||Open|10/2/2010|4/15/2018|DISTRIBUTION|dmassoni@us.ibm.com|Avis Budget Car Rental|14%|T&M|
5005137088||CDI CORP|UNITED STATES||5005137088|Yes (?)|N/A|Physical Identity & Access Management||Open|11/20/2010|1/31/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|8%|T&M|
5005128951||CDI CORP|UNITED STATES||5005128951|Yes (?)|N/A|Physical Identity & Access Management||Open|11/12/2011|11/17/2018|ITS|lemond@us.ibm.com|AECOM|86%|T&M|
5005128951||CDI CORP|UNITED STATES||5005128951|Yes (?)|N/A|Physical Identity & Access Management||Open|11/12/2011|11/17/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5004983348||CAREER CONNECTION INC|UNITED STATES||5004983348|Yes (?)|N/A|Physical Identity & Access Management||Open|3/31/2012|12/31/2017|FINANCIAL|montgodi@us.ibm.com|Broadridge Financial Services|100%|T&M|
5005083535||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005083535|Yes (?)|N/A|Physical Identity & Access Management||Open|6/30/2012|1/31/2018|DISTRIBUTION|wcsebes@us.ibm.com|Hertz|100%|T&M|
5005128610||CDI CORP|UNITED STATES||5005128610|Yes (?)|N/A|Physical Identity & Access Management||Open|11/17/2012|11/19/2018|IGA|braunt@us.ibm.com|IGA-US|1%|T&M|
5005083737||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005083737|Yes (?)|N/A|Physical Identity & Access Management||Open|11/23/2013|7/1/2018|ITS|jschroad@us.ibm.com|American Express TRS|1%|T&M|
5005083737||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005083737|Yes (?)|N/A|Physical Identity & Access Management||Open|11/23/2013|7/1/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|0%|T&M|
5005083737||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005083737|Yes (?)|N/A|Physical Identity & Access Management||Open|11/23/2013|7/1/2018|ITS|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|28%|T&M|
5005126739||CAREER CONNECTION INC|UNITED STATES||5005126739|Yes (?)|N/A|Physical Identity & Access Management||Open|2/8/2014|3/13/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|3%|T&M|
5005126739||CAREER CONNECTION INC|UNITED STATES||5005126739|Yes (?)|N/A|Physical Identity & Access Management||Open|2/8/2014|3/13/2018|IGA|braunt@us.ibm.com|IGA-US|2%|T&M|
5005126739||CAREER CONNECTION INC|UNITED STATES||5005126739|Yes (?)|N/A|Physical Identity & Access Management||Open|2/8/2014|3/13/2018|PUBLIC|blklinke@us.ibm.com|State of California CWS|7%|T&M|
5005079168||CAREER CONNECTION INC|UNITED STATES||5005079168|Yes (?)|N/A|Service Desk Delivery Level 1||Open|6/7/2014|4/16/2018|IGA|braunt@us.ibm.com|IGA-US|1%|T&M|
5005126657||CDI CORP|UNITED STATES||5005126657|Yes (?)|N/A|Physical Identity & Access Management||Open|8/5/2017|5/20/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|7%|T&M|
5005126657||CDI CORP|UNITED STATES||5005126657|Yes (?)|N/A|Physical Identity & Access Management||Open|8/5/2017|5/20/2018|ITS|lemond@us.ibm.com|AECOM|19%|T&M|
5005126657||CDI CORP|UNITED STATES||5005126657|Yes (?)|N/A|Physical Identity & Access Management||Open|8/5/2017|5/20/2018|ITS|Salil Mathur/India/IBM|BMO Harris|16%|T&M|
5005126657||CDI CORP|UNITED STATES||5005126657|Yes (?)|N/A|Physical Identity & Access Management||Open|8/5/2017|5/20/2018|ITS|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|12%|T&M|
5005119796||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005119796|Yes (?)|N/A|Physical Identity & Access Management||Open|7/5/2014|7/8/2018|ITS|jschroad@us.ibm.com|American Express TRS|12%|T&M|
5005119796||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005119796|Yes (?)|N/A|Physical Identity & Access Management||Open|7/5/2014|7/8/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|100%|T&M|
5005125203||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005125203|Yes (?)|N/A|Physical Identity & Access Management||Open|7/19/2014|7/15/2018|IGA|braunt@us.ibm.com|IGA-US|50%|T&M|
5005104172||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005104172|Yes (?)|N/A|Physical Identity & Access Management||Open|8/9/2014|9/24/2017|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|1%|T&M|
5005124991||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005124991|Yes (?)|N/A|Logical Identity & Access Management||Open|8/16/2014|9/23/2018|DISTRIBUTION|dmassoni@us.ibm.com|Avis Budget Car Rental|3%|T&M|
5005124991||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005124991|Yes (?)|N/A|Logical Identity & Access Management||Open|8/16/2014|9/23/2018|INDUSTRIAL|Tom Coffas/Raleigh/IBM|Dow Chemical|1%|T&M|
5005124991||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005124991|Yes (?)|N/A|Logical Identity & Access Management||Open|8/16/2014|9/23/2018|INDUSTRIAL|fsilva@us.ibm.com|EI DUPONT DE NEMOURS|32%|T&M|
5005124991||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005124991|Yes (?)|N/A|Logical Identity & Access Management||Open|8/16/2014|9/23/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|38%|T&M|
5005124991||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005124991|Yes (?)|N/A|Logical Identity & Access Management||Open|8/16/2014|9/23/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|0%|T&M|
5005124991||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005124991|Yes (?)|N/A|Logical Identity & Access Management||Open|8/16/2014|9/23/2018|DISTRIBUTION|deuell@us.ibm.com|Wyndham Worldwide|4%|T&M|
5005126727||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005126727|Yes (?)|N/A|Physical Identity & Access Management||Open|10/4/2014|9/28/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|18%|T&M|
5005126727||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005126727|Yes (?)|N/A|Physical Identity & Access Management||Open|10/4/2014|9/28/2018|ITS|lemond@us.ibm.com|AECOM|25%|T&M|
5005126727||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005126727|Yes (?)|N/A|Physical Identity & Access Management||Open|10/4/2014|9/28/2018|ITS|jschroad@us.ibm.com|American Express TRS|26%|T&M|
5005126727||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005126727|Yes (?)|N/A|Physical Identity & Access Management||Open|10/4/2014|9/28/2018|PUBLIC|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|100%|T&M|
5005070466||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005070466|Yes (?)|N/A|Physical Identity & Access Management||Open|3/28/2015|2/25/2018|IGA|braunt@us.ibm.com|IGA-US|57%|T&M|
5005119794||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005119794|Yes (?)|N/A|Physical Identity & Access Management||Open|5/23/2015|5/26/2018|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|100%|T&M|
5005075181||PERSISTENT SYSTEMS LIMITED|UNITED STATES||5005075181|Yes (?)|N/A|Physical Identity & Access Management||Open|7/4/2015|7/1/2018|INDUSTRIAL|James Barina/Detroit/IBM|Fluor|99%|T&M|
5005077632||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005077632|Yes (?)|N/A|Security Advisory & Integrity||Open|10/15/2016|1/31/2018|ITS|Salil Mathur/India/IBM|BMO Harris|1%|T&M|
5005077632||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005077632|Yes (?)|N/A|Security Advisory & Integrity||Open|10/15/2016|1/31/2018|DISTRIBUTION|staniec@us.ibm.com|Sysco|19%|T&M|
5005133736||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005133736|Yes (?)|N/A|Logical Identity & Access Management||Open|12/3/2016|6/14/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|42%|T&M|
5005133736||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005133736|Yes (?)|N/A|Logical Identity & Access Management||Open|12/3/2016|6/14/2018|ITS|lemond@us.ibm.com|AECOM|4%|T&M|
5005133736||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005133736|Yes (?)|N/A|Logical Identity & Access Management||Open|12/3/2016|6/14/2018|FINANCIAL|montgodi@us.ibm.com|Broadridge Financial Services|1%|T&M|
5005133736||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005133736|Yes (?)|N/A|Logical Identity & Access Management||Open|12/3/2016|6/14/2018|FINANCIAL|rhmaher@us.ibm.com|The Hartford|19%|T&M|
5005133736||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005133736|Yes (?)|N/A|Logical Identity & Access Management||Open|12/3/2016|6/14/2018|DISTRIBUTION|deuell@us.ibm.com|Wyndham Worldwide|16%|T&M|
5004987083||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5004987083|Yes (?)|N/A|Security Regulatory Risk & Compliance Services||Open|1/28/2017|1/31/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|84%|T&M|
5004987083||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5004987083|Yes (?)|N/A|Security Regulatory Risk & Compliance Services||Open|1/28/2017|1/31/2018|ITS|lemond@us.ibm.com|AECOM|100%|T&M|
5005075183||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005075183|Yes (?)|N/A|T&T Project Management||Open|3/11/2017|3/13/2018|IGA|braunt@us.ibm.com|IGA-US|30%|T&M|
5005119785||EXPERIS INC|UNITED STATES||5005119785|Yes (?)|N/A|Logical Identity & Access Management||Open|3/25/2017|7/1/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|70%|T&M|
5005119785||EXPERIS INC|UNITED STATES||5005119785|Yes (?)|N/A|Logical Identity & Access Management||Open|3/25/2017|7/1/2018|ITS|lemond@us.ibm.com|AECOM|100%|T&M|
5005086929||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005086929|Yes (?)|N/A|Logical Identity & Access Management||Open|8/12/2017|8/15/2018|DISTRIBUTION|kevintho@us.ibm.com|AmerisourceBergen|100%|T&M|
5005091500||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005091500|Yes (?)|N/A|Logical Identity & Access Management||Open|8/12/2017|8/15/2018|INDUSTRIAL|Tom Coffas/Raleigh/IBM|Dow Chemical|100%|T&M|
5005126724||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005126724|Yes (?)|N/A|Physical Identity & Access Management||Open|11/18/2017|11/19/2018|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005074076||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005074076|Yes (?)|N/A|Service Management Implementation Services||Open|1/9/2010|1/28/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|100%|T&M|
5004970647||CDI CORP|UNITED STATES||5004970647|Yes (?)|N/A|UNIX Operating Systems AIX||Open|10/13/2012|2/24/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|100%|T&M|
5005118849||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005118849|Yes (?)|N/A|UNIX Operating Systems LINUX||Open|10/10/2015|10/12/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005125590||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005125590|Yes (?)|N/A|Windows||Open|10/17/2015|10/22/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005121117||COLLABERA|PHILIPPINES||5005121117|Yes (?)|N/A|UNIX Operating Systems Solaris||Open|5/21/2016|5/1/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|100%|T&M|
5005079164||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005079164|Yes (?)|N/A|UNIX Operating Systems AIX||Open|4/8/2017|4/10/2018|INDUSTRIAL|fsilva@us.ibm.com|EI DUPONT DE NEMOURS|100%|T&M|
5005114569||COLLABERA|PHILIPPINES||5005114569|Yes (?)|N/A|Integrated Services Teams||Open|11/21/2015|3/28/2018|PUBLIC|foo@us.ibm.com|Astellas Pharma - Americas|100%|T&M|
5005104230||CDI CORP|UNITED STATES||5005104230|Yes (?)|N/A|UNIX Operating Systems AIX||Open|11/19/2016|5/31/2018|INDUSTRIAL|James Barina/Detroit/IBM|Fluor|100%|T&M|
5005107370||TEKSYSTEMS INC|UNITED STATES||5005107370|Yes (?)|N/A|Onsite Support||Open|3/31/2012|9/9/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005107371||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005107371|Yes (?)|N/A|Onsite Support||Open|6/9/2012|9/9/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005107372||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005107372|Yes (?)|N/A|Onsite Support||Open|6/1/2013|9/9/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005071699||TEKSYSTEMS INC|UNITED STATES||5005071699|Yes (?)|N/A|Onsite Support||Open|6/8/2013|4/4/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005107377||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005107377|Yes (?)|N/A|UNIX Operating Systems AIX||Open|8/3/2013|9/16/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005070478||TEKSYSTEMS INC|UNITED STATES||5005070478|Yes (?)|N/A|Onsite Support||Open|6/14/2014|4/4/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005126725||RANDSTAD TECHNOLOGIES|UNITED STATES||5005126725|Yes (?)|N/A|Onsite Support||Open|9/6/2014|9/24/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005126650||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005126650|Yes (?)|N/A|Onsite Support||Open|9/20/2014|10/3/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005127181||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005127181|Yes (?)|N/A|Onsite Support||Open|9/27/2014|11/24/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005090286||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005090286|Yes (?)|N/A|Onsite Support||Open|9/27/2014|9/19/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005077086||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005077086|Yes (?)|N/A|Onsite Support||Open|10/18/2014|2/27/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005106279||TEKSYSTEMS INC|UNITED STATES||5005106279|Yes (?)|N/A|Onsite Support||Open|11/29/2014|9/9/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005090746||TEKSYSTEMS INC|UNITED STATES||5005090746|Yes (?)|N/A|Onsite Support||Open|1/24/2015|10/1/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005110713||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005110713|Yes (?)|N/A|Onsite Support||Open|5/23/2015|5/29/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005112353||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005112353|Yes (?)|N/A|Onsite Support||Open|5/30/2015|6/9/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005085598||TEKSYSTEMS INC|UNITED STATES||5005085598|Yes (?)|N/A|Onsite Support||Open|8/12/2017|8/14/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005123801||CDI CORP|UNITED STATES||5005123801|Yes (?)|N/A|Windows||Open|10/17/2015|10/7/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005115779||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005115779|Yes (?)|N/A|Application Integration Middleware-Distributed||Open|4/2/2016|3/18/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005089463||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005089463|Yes (?)|N/A|Disaster Recovery as a Service||Open|11/12/2016|9/14/2019|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005121149||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005121149|Yes (?)|N/A|Windows||Open|11/26/2016|12/1/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005084877||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005084877|Yes (?)|N/A|Windows||Open|2/4/2017|2/6/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005090640||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005090640|Yes (?)|N/A|Disaster Recovery as a Service||Open|2/25/2017|2/26/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005104384||THE COMPUTER MERCHANT LTD|UNITED STATES||5005104384|Yes (?)|N/A|Remote Resolution||Open|9/9/2017|9/20/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005104383||THE COMPUTER MERCHANT LTD|UNITED STATES||5005104383|Yes (?)|N/A|Remote Resolution||Open|9/9/2017|9/20/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005126916||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005126916|Yes (?)|N/A|Windows||Open|12/2/2017|12/3/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|28%|T&M|
5005104784||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005104784|Yes (?)|N/A|T&T Project Management||Open|4/1/2017|2/20/2018|INDUSTRIAL|Jude De Mello/Phoenix/IBM|Baker Hughes|13%|T&M|
5005104784||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005104784|Yes (?)|N/A|T&T Project Management||Open|4/1/2017|2/20/2018|COMMUNICATIONS|Frank Urbanski/Alpharetta/IBM@IBMUS|VERIZON SOURCING LLC|0%|T&M|
5005146817||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005146817|Yes (?)|N/A|Managed Network Services||Open|1/23/2016|3/13/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|0%|T&M|
5005146817||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005146817|Yes (?)|N/A|Managed Network Services||Open|1/23/2016|3/13/2018|COMMUNICATIONS|Frank Urbanski/Alpharetta/IBM@IBMUS|VERIZON SOURCING LLC|32%|T&M|
5005091945||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005091945|Yes (?)|N/A|Managed Network Services||Open|7/2/2016|7/7/2018|DISTRIBUTION|elfstrom@us.ibm.com|Safeway|0%|T&M|
5005150040||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005150040|Yes (?)|N/A|Complex GTS Delivery Projects||Open|11/26/2016|2/13/2018|PUBLIC|foo@us.ibm.com|Astellas Pharma - Americas|3%|T&M|
5005088155||CDI CORP|UNITED STATES||5005088155|Yes (?)|N/A|Distributed Console Operations||Open|12/23/2006|3/19/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|0%|T&M|
5005088155||CDI CORP|UNITED STATES||5005088155|Yes (?)|N/A|Distributed Console Operations||Open|12/23/2006|3/19/2018|IGA|braunt@us.ibm.com|IGA-US|16%|T&M|
5005088155||CDI CORP|UNITED STATES||5005088155|Yes (?)|N/A|Distributed Console Operations||Open|12/23/2006|3/19/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|12%|T&M|
5005088155||CDI CORP|UNITED STATES||5005088155|Yes (?)|N/A|Distributed Console Operations||Open|12/23/2006|3/19/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005053764||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005053764|Yes (?)|N/A|Distributed Console Operations||Open|6/20/2009|5/18/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|4%|T&M|
5005146809||CDI CORP|UNITED STATES||5005146809|Yes (?)|N/A|System Operations||Open|10/3/2009|2/1/2019|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|0%|T&M|
5005146809||CDI CORP|UNITED STATES||5005146809|Yes (?)|N/A|System Operations||Open|10/3/2009|2/1/2019|IGA|braunt@us.ibm.com|IGA-US|15%|T&M|
5005146809||CDI CORP|UNITED STATES||5005146809|Yes (?)|N/A|System Operations||Open|10/3/2009|2/1/2019|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|12%|T&M|
5005146809||CDI CORP|UNITED STATES||5005146809|Yes (?)|N/A|System Operations||Open|10/3/2009|2/1/2019|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|5%|T&M|
5005146804||CDI CORP|UNITED STATES||5005146804|Yes (?)|N/A|System Operations||Open|12/12/2015|2/28/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|0%|T&M|
5005146804||CDI CORP|UNITED STATES||5005146804|Yes (?)|N/A|System Operations||Open|12/12/2015|2/28/2018|IGA|braunt@us.ibm.com|IGA-US|15%|T&M|
5005146804||CDI CORP|UNITED STATES||5005146804|Yes (?)|N/A|System Operations||Open|12/12/2015|2/28/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|11%|T&M|
5005146804||CDI CORP|UNITED STATES||5005146804|Yes (?)|N/A|System Operations||Open|12/12/2015|2/28/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005053763||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005053763|Yes (?)|N/A|System Operations||Open|6/29/2013|5/13/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|100%|T&M|
5005146807||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005146807|Yes (?)|N/A|System Operations||Open|10/5/2013|3/3/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|100%|T&M|
5005089318||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005089318|Yes (?)|N/A|System Operations||Open|10/12/2013|2/24/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005085084||CDI CORP|UNITED STATES||5005085084|Yes (?)|N/A|System Operations||Open|3/26/2016|4/2/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|4%|T&M|
5005084386||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005084386|Yes (?)|N/A|System Operations||Open|4/2/2016|3/13/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|0%|T&M|
5005084386||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005084386|Yes (?)|N/A|System Operations||Open|4/2/2016|3/13/2018|IGA|braunt@us.ibm.com|IGA-US|15%|T&M|
5005084386||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005084386|Yes (?)|N/A|System Operations||Open|4/2/2016|3/13/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|12%|T&M|
5005084386||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005084386|Yes (?)|N/A|System Operations||Open|4/2/2016|3/13/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005100588||EXPERIS INC|UNITED STATES||5005100588|Yes (?)|N/A|Distributed Console Operations||Open|9/9/2017|9/10/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005121563||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005121563|Yes (?)|N/A|Infrastructure Recovery Services||Open|10/28/2017|11/3/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|100%|T&M|
